bechdel_id,imdb_id,bechdel_rating,title,year,passed,imdb_rating,num_votes,type,runtime_minutes,genres
14702,tt2180411,6,Into the Woods,4028,Pass,11.8,277572,movie,250,"Adventure,Comedy,Drama"
11877,tt0035279,2,Saboteur,3898,Fail,14.4,50588,movie,218,"Thriller,War"
10210,tt1879012,3,Night of the Living Dead 3D: Re-Animation,2012,Pass,3,2016,movie,88,"Action,Comedy,Horror"
10209,tt0489244,3,Night of the Living Dead 3D,2006,Pass,3.1,3701,movie,80,Horror
10208,tt0090563,2,Betty Blue,1986,Fail,7.4,20998,movie,185,"Drama,Romance"
10207,tt7549996,3,Judy,2019,Pass,6.8,48651,movie,118,"Biography,Drama,Romance"
10206,tt11389748,3,Mass,2021,Pass,7.7,8832,movie,111,Drama
10205,tt0107057,2,Guilty as sin,1993,Fail,5.6,5285,movie,107,"Crime,Drama,Thriller"
10204,tt0976238,3,Old Dogs,2009,Pass,5.3,37655,movie,88,"Comedy,Family"
10203,tt0423294,1,Surfs Up,2007,Fail,6.7,76519,movie,85,"Adventure,Animation,Comedy"
10202,tt10293406,0,"Power of the Dog, The",2021,Fail,6.9,118115,movie,126,"Drama,Romance,Western"
10201,tt0076054,3,Freaky Friday,1976,Pass,6.3,12737,movie,95,"Comedy,Family,Fantasy"
10200,tt11127680,3,Boiling Point,2021,Pass,7.6,7373,movie,92,"Drama,Thriller"
10199,tt4995540,3,Being The Ricardos,2021,Pass,6.6,30866,movie,131,"Biography,Drama,History"
10198,tt0113862,3,Mr. Holland's Opus,1995,Pass,7.3,38402,movie,143,"Drama,Music"
10197,tt0119360,2,In & Out,1997,Fail,6.4,41129,movie,90,"Comedy,Romance"
10196,tt9274670,3,13 Minutes,2021,Pass,4.5,1692,movie,108,"Action,Drama,Thriller"
10195,tt8356942,3,"355, The",2022,Pass,5.2,15258,movie,122,"Action,Thriller"
10194,tt11032374,0,Demon Slayer: Mugen Train,2020,Fail,8.3,49107,movie,117,"Action,Adventure,Animation"
10193,tt10370710,3,The Worst Person in the World,2021,Pass,7.9,21588,movie,128,"Comedy,Drama,Romance"
10190,tt8721424,3,tick...tick..BOOM!,2021,Pass,7.6,78375,movie,115,"Biography,Drama,Musical"
10189,tt8001346,2,Astérix: Le secret de la potion magique (Asterix: The Secret of the Magic Potion),2018,Fail,6.7,9347,movie,87,"Adventure,Animation,Comedy"
10186,tt7740496,1,Nightmare Alley,2021,Fail,7.2,68023,movie,150,"Crime,Drama,Thriller"
10185,tt11271038,3,Licorice Pizza,2021,Pass,7.6,40415,movie,133,"Comedy,Drama,Romance"
10184,tt3108894,1,"Tender Bar, The",2021,Fail,6.8,21034,movie,106,Drama
10183,tt0084917,3,"World According to Garp, The",1982,Pass,7.2,26430,movie,136,"Comedy,Drama"
10182,tt7873348,3,Save Yourselves!,2020,Pass,5.8,6575,movie,93,"Adventure,Comedy,Sci-Fi"
10181,tt0042832,0,Panic in the Streets,1950,Fail,7.3,7895,movie,96,"Crime,Drama,Film-Noir"
10180,tt3254796,3,Big Stone Gap,2014,Pass,5.7,3031,movie,103,"Comedy,Romance"
10179,tt0112757,1,"Cure, The",1995,Fail,7.7,9802,movie,97,Drama
10178,tt0111693,3,When a Man Loves a Woman,1994,Pass,6.6,21815,movie,126,"Drama,Romance"
10177,tt12877640,3,A Classic Horror Story,2021,Pass,5.7,15978,movie,95,"Drama,Horror,Mystery"
10176,tt6673612,3,Dolittle,2020,Pass,5.6,60397,movie,101,"Adventure,Comedy,Family"
10175,tt3564794,1,Welcome To Happiness,2015,Fail,6.2,934,movie,95,"Comedy,Drama,Fantasy"
10174,tt0041373,3,Flamingo Road,1949,Pass,7,2850,movie,94,"Drama,Film-Noir,Romance"
10173,tt0124595,2,Return to Paradise,1998,Fail,6.9,14450,movie,111,"Drama,Romance,Thriller"
10172,tt7737528,2,Kate,2021,Fail,6.2,55021,movie,106,"Action,Adventure,Crime"
10171,tt0045609,3,Cat Women of the Moon,1953,Pass,3.9,1818,movie,64,"Adventure,Sci-Fi"
10170,tt0054017,0,Last Woman on Earth,1960,Fail,4.8,1911,movie,71,"Drama,Horror,Mystery"
10169,tt0210044,2,Flowers for Algernon,2000,Fail,6.7,1671,tvMovie,91,"Drama,Sci-Fi"
10168,tt11286314,3,Don't Look Up,2021,Pass,7.2,443564,movie,138,"Comedy,Drama,Sci-Fi"
10167,tt10838180,3,"Matrix Resurrections, The",2021,Pass,5.7,199703,movie,148,"Action,Sci-Fi"
10166,tt10872600,3,Spider-Man: No Way Home,2021,Pass,8.7,475463,movie,148,"Action,Adventure,Fantasy"
10164,tt7991608,1,Red Notice,2021,Fail,6.3,238206,movie,118,"Action,Comedy,Thriller"
10163,tt0040068,3,Abbott and Costello Meet Frankenstein,1948,Pass,7.4,17293,movie,83,"Comedy,Family,Fantasy"
10162,tt2371399,3,Moomins on the Riviera,2014,Pass,6.1,1328,movie,80,"Animation,Comedy,Family"
10161,tt14315756,3,Single All The Way,2021,Pass,6.2,14495,movie,99,"Comedy,Drama,Romance"
10160,tt1172206,1,Somers Town,2008,Fail,6.9,6413,movie,71,"Comedy,Drama"
10159,tt4718770,3,"Wiz Live!, The",2015,Pass,7.1,2431,tvMovie,111,"Adventure,Family,Fantasy"
10158,tt15943414,3,Every Time a Bell Rings,2021,Pass,6.1,677,tvMovie,84,Romance
10157,tt3581652,3,West Side Story,2021,Pass,7.7,32170,movie,156,"Crime,Drama,Musical"
10155,,3,Cruella,2021,Pass,,,,,
10154,tt6394270,3,Bombshell,2019,Pass,6.8,109133,movie,109,"Biography,Drama"
10153,tt0317640,2,"Hebrew Hammer, The",2003,Fail,6.1,4842,movie,85,Comedy
10152,tt10752004,2,Love Hard,2021,Fail,6.3,47223,movie,104,"Comedy,Romance"
10151,tt2953050,3,Encanto,2021,Pass,7.3,151803,movie,102,"Animation,Comedy,Family"
10150,tt1185834,1,Star Wars: The Clone Wars,2008,Fail,6,63518,movie,98,"Action,Adventure,Animation"
10149,tt11392272,3,"Retreat, The",2021,Pass,4.8,861,movie,82,"Horror,Thriller"
10148,tt3859272,3,Tragedy Girls,2017,Pass,6,9822,movie,98,"Comedy,Crime,Horror"
10147,tt8150814,3,There's Someone Inside Your House,2021,Pass,4.8,13336,movie,96,"Horror,Mystery,Thriller"
10146,tt1285009,3,"Strangers: Prey At Night, The",2018,Pass,5.2,30203,movie,85,Horror
10144,tt13204490,3,Petite Maman,2021,Pass,7.4,5494,movie,72,"Drama,Fantasy"
10143,tt7825208,3,Marighella,2019,Pass,6.6,54614,movie,155,"Action,Drama,History"
10142,tt0163187,1,Runaway Bride,1999,Fail,5.6,97328,movie,116,"Comedy,Romance"
10141,tt0290664,3,Hysterical Blindness,2002,Pass,6.5,3245,tvMovie,99,Drama
10140,tt7939766,0,I'm Thinking of Ending Things,2020,Fail,6.6,79295,movie,134,"Drama,Thriller"
10136,tt0107387,1,Leprechaun,1993,Fail,4.8,26291,movie,92,"Comedy,Fantasy,Horror"
10135,tt0042031,3,Flame of My Love,1949,Pass,7.3,419,movie,96,"Drama,Romance"
10134,tt7689052,3,Daphne & Velma,2018,Pass,4.2,1952,video,72,"Action,Comedy,Crime"
10131,,1,Moana,2016,Fail,,,,,
10130,tt0465234,3,National Treasure: Book of Secrets,2007,Pass,6.5,230868,movie,124,"Action,Adventure,Mystery"
10129,tt9100054,3,"Lost Daughter, The",2021,Pass,6.7,44115,movie,121,Drama
10128,tt0071233,3,Blood for dracula,1974,Pass,6.2,5717,movie,103,Horror
10127,tt9738716,3,"world to come, The",2020,Pass,6.2,6965,movie,105,"Drama,Romance"
10126,tt0796307,3,Under the Same Moon,2007,Pass,7.3,6932,movie,106,"Adventure,Drama"
10125,tt6908274,3,Mirage,2018,Pass,7.4,52214,movie,128,"Drama,Fantasy,Mystery"
10123,tt10696784,3,"Harder They Fall, The",2021,Pass,6.6,54431,movie,139,"Action,Drama,Western"
10122,tt0425326,1,Outsourced,2006,Fail,7,11678,movie,103,"Comedy,Drama,Romance"
10121,tt8893974,3,Passing,2021,Pass,6.7,12424,movie,98,Drama
10120,tt5492808,3,Borga,2021,Pass,6.7,133,movie,104,Drama
10118,tt9032400,3,Eternals,2021,Pass,6.4,261820,movie,156,"Action,Adventure,Fantasy"
10117,tt0102915,3,Showdown in Little Tokyo,1991,Pass,6.2,18376,movie,79,"Action,Comedy,Crime"
10116,tt9639470,3,Last Night in Soho,2021,Pass,7.1,89623,movie,116,"Drama,Horror,Mystery"
10115,tt8847712,3,"French Dispatch, The",2021,Pass,7.3,83952,movie,107,"Comedy,Drama,Romance"
10114,tt10763820,2,Night Teeth,2021,Fail,5.7,15943,movie,107,"Action,Crime,Drama"
10113,tt0993840,3,Army of the Dead,2021,Pass,5.7,163009,movie,148,"Action,Crime,Horror"
10107,tt0426931,3,August Rush,2007,Pass,7.5,106537,movie,114,"Drama,Music"
10106,tt2452150,3,Respect,2021,Pass,6.6,10861,movie,145,"Biography,Drama,Music"
10099,tt0114736,3,True Crime,1995,Pass,5.3,2762,video,94,"Crime,Drama,Mystery"
10098,tt0117331,3,"Phantom, The",1996,Pass,5,33735,movie,100,"Action,Adventure,Comedy"
10096,tt5360232,1,"Cat and the Moon, The",2019,Fail,6,454,movie,114,"Drama,Music"
10092,tt7097896,2,Venom Let there be Carnage,2021,Fail,6,177071,movie,97,"Action,Adventure,Sci-Fi"
10089,tt6010628,3,Zoe,2018,Pass,6.1,8774,movie,104,"Romance,Sci-Fi"
10085,tt4244994,3,"Last Duel, The",2021,Pass,7.4,122068,movie,152,"Action,Drama,History"
10083,tt11804152,0,Till Death,2021,Fail,5.9,17690,movie,88,Thriller
10081,tt0264616,0,Frailty,2001,Fail,7.2,82425,movie,100,"Crime,Drama,Thriller"
10080,tt9288776,3,White Snake,2019,Pass,7.1,3971,movie,99,"Action,Adventure,Animation"
10079,tt9421570,1,"Guilty, The",2021,Fail,6.3,107120,movie,90,"Crime,Drama,Thriller"
10078,tt0943232,3,Hände weg von Mississippi,2007,Pass,6.4,365,movie,98,"Adventure,Comedy,Family"
10077,tt0110971,2,Renaissance Man,1994,Fail,6.2,17763,movie,128,"Comedy,Drama"
10076,tt10366460,3,CODA,2021,Pass,8.1,53745,movie,111,"Comedy,Drama,Music"
10075,tt2382320,2,No Time To Die,2021,Fail,7.3,318159,movie,163,"Action,Adventure,Thriller"
10074,tt8110232,2,"Many Saints of Newark, The",2021,Fail,6.3,44804,movie,120,"Crime,Drama"
10073,tt11052808,3,Kim Ji-young: Born 198,2019,Pass,7.4,3253,movie,118,Drama
10072,tt4685762,3,"Craft: Legacy, The",2020,Pass,4.5,11928,movie,97,"Drama,Fantasy,Horror"
10070,tt7737786,3,Geenland,2020,Pass,6.4,108008,movie,119,"Action,Drama,Sci-Fi"
10069,tt0112386,1,Les apprentis,1995,Fail,7,1059,movie,95,Comedy
10068,tt0076240,3,Jubilee,1978,Pass,6.1,3140,movie,106,"Comedy,Drama,Fantasy"
10066,tt11177804,2,Jiang Ziya: Legend of Deification,2020,Fail,6.6,1684,movie,110,"Action,Adventure,Animation"
10064,tt13152234,0,Iskioma,2020,Fail,7.3,23,short,15,Short
10063,tt13266132,3,You Will Never Be Back,2020,Pass,5.2,27,short,14,"Sci-Fi,Short"
10062,tt1667889,2,Ice Age: Continental Drift,2012,Fail,6.5,203799,movie,88,"Adventure,Animation,Comedy"
10060,tt0489282,0,Strange Wilderness,2008,Fail,5.3,21770,movie,87,"Adventure,Comedy"
10059,tt0042296,3,Caged,1950,Pass,7.7,3889,movie,96,"Crime,Drama,Film-Noir"
10058,tt0119699,0,Montana,1998,Fail,6.2,1710,movie,96,"Action,Comedy,Crime"
10057,tt1023111,2,Never Back Down,2008,Fail,6.6,100033,movie,113,"Action,Drama,Sport"
10056,tt4264406,0,Mass Extinction: Life at the Brink,2014,Fail,7.5,53,tvMovie,46,Documentary
10055,tt0172156,1,Bad Boys II,2003,Fail,6.6,244721,movie,147,"Action,Comedy,Crime"
10054,tt8021928,0,David Lynch Cooks Quinoa,2007,Fail,8.4,495,short,21,"Documentary,Short"
10053,tt6185658,1,Barbie Video Game Hero,2017,Fail,5.2,497,video,72,Animation
10052,tt1160419,3,Dune,2021,Pass,8.1,495730,movie,155,"Action,Adventure,Drama"
10050,tt12783454,3,"Kissing Booth 3, The",2021,Pass,4.7,14716,movie,112,"Comedy,Romance"
10049,tt6435258,1,Bethany Hamilton: Unstoppable,2018,Fail,7.4,699,movie,100,"Documentary,Sport"
10048,tt3811906,3,Malignant,2021,Pass,6.3,75865,movie,111,"Crime,Horror,Mystery"
10047,tt9115530,3,"Eyes of Tammy Faye, The",2021,Pass,6.7,14204,movie,126,"Biography,Drama,Romance"
10046,tt11742798,3,Afterlife of the Party,2021,Pass,5.8,7838,movie,109,"Comedy,Drama,Fantasy"
10045,tt5737862,3,Landline,2017,Pass,6.4,4525,movie,97,"Comedy,Drama"
10044,tt4259780,0,Fantasmas,2010,Fail,7.6,59,short,11,"Drama,Short"
10043,tt9844522,3,Escape Room: Tournament of Champions,2021,Pass,5.8,35173,movie,88,"Action,Adventure,Horror"
10042,tt0117039,1,Michael Collins,1996,Fail,7.2,31159,movie,133,"Biography,Drama,Thriller"
10041,tt0164184,1,"Sum of All Fears, The",2002,Fail,6.4,113378,movie,124,"Action,Drama,Thriller"
10040,tt6074542,3,Friend of the World,2020,Pass,5.6,27,movie,50,"Comedy,Horror,Sci-Fi"
10039,tt0110443,0,Major Payne,1995,Fail,6.3,34942,movie,95,"Adventure,Comedy,Family"
10038,tt9765226,2,one night in san diego,2020,Fail,3.5,450,movie,85,Comedy
10037,tt9376612,3,Shang-Chi and the legend of the ten rings,2021,Pass,7.5,326855,movie,132,"Action,Adventure,Fantasy"
10036,tt10155932,3,Cinderella,2021,Pass,4.2,38745,movie,113,"Comedy,Family,Fantasy"
10035,tt0453467,1,Deja Vu,2006,Fail,7.1,305666,movie,126,"Action,Crime,Sci-Fi"
10033,tt10731768,3,Sweet Girl,2021,Pass,5.5,29651,movie,110,"Action,Drama,Thriller"
10032,tt7073710,3,What Keeps You Alive,2018,Pass,5.7,8391,movie,98,"Horror,Thriller"
10030,tt1226232,3,"Greatest, The",2009,Pass,6.6,8981,movie,99,"Drama,Romance"
10029,,3,Decedants 3,2019,Pass,,,,,
10028,tt9059704,1,An American Pickle,2020,Fail,5.7,22004,movie,88,"Comedy,Fantasy"
10027,tt10016180,3,"Little Things, The",2021,Pass,6.3,90346,movie,128,"Crime,Drama,Mystery"
10026,tt11525644,3,No Sudden Move,2021,Pass,6.5,29817,movie,115,"Crime,Drama,Mystery"
10025,tt15324860,3,Katharine Hepburn,2019,Pass,7.1,20,movie,94,"Biography,Documentary"
10024,tt5752360,3,"Female Brain, The",2017,Pass,5.8,3220,movie,98,Comedy
10023,tt10868922,3,"Influencer, The",2021,Pass,5.8,109,movie,90,"Comedy,Drama,Thriller"
10022,tt0132477,1,October Sky,1999,Fail,7.8,88653,movie,108,"Biography,Drama,Family"
10020,tt2852458,0,Stranger by the Lake,2013,Fail,6.9,14267,movie,100,"Drama,Romance,Thriller"
10019,tt10307724,3,Madame Claude,2021,Pass,5.4,3195,movie,112,"Biography,Crime,Drama"
10018,tt3272066,2,Reminiscence,2021,Fail,5.9,47414,movie,116,"Mystery,Romance,Sci-Fi"
10017,tt8231668,3,Good on Paper,2021,Pass,5.6,11233,movie,92,"Comedy,Romance"
10016,tt6197070,3,Blood Machines,2019,Pass,6.2,3224,movie,50,"Adventure,Music,Sci-Fi"
10015,tt9243804,1,"Green Knight, The",2021,Fail,6.6,82659,movie,130,"Adventure,Drama,Fantasy"
10014,tt14039582,3,Drive My Car,2021,Pass,7.8,15103,movie,179,Drama
10013,tt0100260,3,Nightbreed,1990,Pass,6.6,22419,movie,102,"Action,Fantasy,Horror"
10012,tt6264654,1,Free Guy,2021,Fail,7.2,288912,movie,115,"Action,Adventure,Comedy"
10011,tt0492506,3,Wordplay,2006,Pass,7.4,3670,movie,94,Documentary
10009,tt6902332,2,"Marksman, The",2021,Fail,5.6,29331,movie,108,"Action,Adventure,Drama"
10008,tt10944760,2,Titane,2021,Fail,6.6,32739,movie,108,"Drama,Horror,Sci-Fi"
10007,tt7280218,3,Carmilla,2019,Pass,5.3,647,movie,94,"Drama,Fantasy,Romance"
10006,tt9701942,3,Fear Street: Part Three - 1666,2021,Pass,6.6,46619,movie,114,"Horror,Mystery"
10005,tt11320192,3,"Evil Next Door, The",2020,Pass,5.3,1433,movie,87,"Horror,Mystery,Thriller"
10004,tt6334354,3,"Suicide Squad, The",2021,Pass,7.2,306948,movie,132,"Action,Adventure,Comedy"
10003,tt11748354,3,Les Parfums,2019,Pass,6.6,1166,movie,100,Comedy
10002,tt3215824,1,Those Who Wish Me Dead,2021,Fail,6,54692,movie,100,"Action,Crime,Drama"
10001,tt0059362,0,"Knack... and How to Get It, The",1965,Fail,6.4,3295,movie,85,Comedy
10000,tt6189022,1,Angel Has Fallen,2019,Fail,6.4,92912,movie,121,"Action,Thriller"
9999,tt10355058,1,Secret Agent Dingledorf and His Trusty Dog Splat,2021,Fail,5.1,61,movie,89,"Comedy,Family"
9998,tt11003218,0,Pig,2021,Fail,7,56815,movie,92,"Drama,Mystery,Thriller"
9997,tt8368408,3,Gunpowder Milkshake,2021,Pass,6.1,38343,movie,114,"Action,Crime,Thriller"
9996,tt0870154,3,Jungle Cruise,2021,Pass,6.6,169970,movie,127,"Action,Adventure,Comedy"
9995,tt0070453,3,Les noces rouges,1973,Pass,7,1838,movie,95,"Crime,Drama,Thriller"
9994,tt0064106,1,Le Boucher,1970,Fail,7.4,8490,movie,93,"Drama,Thriller"
9993,tt0049095,3,Le coup du berger,1956,Pass,7.1,925,short,28,"Comedy,Romance,Short"
9992,tt0053666,3,Les Bonnes Femmes,1960,Pass,7.3,2798,movie,100,"Drama,Mystery,Romance"
9991,tt0112769,3,La cérémonie,1995,Pass,7.5,11518,movie,111,"Crime,Drama,Mystery"
9990,tt0265298,3,Big Fat Liar,2002,Pass,5.5,36824,movie,88,"Adventure,Comedy,Family"
9989,tt0117468,2,Retroactive,1997,Fail,6.2,6145,movie,91,"Action,Crime,Drama"
9988,tt7715070,3,Horrible Histories: The Movie - Rotten Romans,2019,Pass,5.3,2678,movie,92,"Comedy,Family,History"
9987,tt9224288,3,Mainstream,2020,Pass,5,3042,movie,94,"Comedy,Drama"
9985,tt0312528,3,"Cat in the Hat, The",2003,Pass,4,81395,movie,82,"Adventure,Comedy,Family"
9984,tt8385148,0,"Hitman's Wife's Bodyguard, The",2021,Fail,6.1,76411,movie,100,"Action,Comedy,Crime"
9983,tt10954652,3,Old,2021,Pass,5.8,85263,movie,108,"Drama,Horror,Mystery"
9982,tt0040497,0,Jour de Fete,1949,Fail,7.3,8212,movie,70,Comedy
9981,tt0420076,3,Pokemon: Jirachi - Wish Maker,2003,Pass,5.8,4027,movie,81,"Action,Adventure,Animation"
9976,tt7468616,0,"Boat, The",2018,Fail,5.7,3621,movie,100,"Horror,Mystery,Thriller"
9975,tt0045197,3,"Story of Robin Hood and His Merrie Men, The",1952,Pass,6.7,1879,movie,84,"Action,Adventure,Family"
9974,tt0244316,3,Yi Yi,2000,Pass,8.2,23420,movie,173,"Drama,Romance"
9973,tt3554046,3,Space Jam: A New Legacy,2021,Pass,4.4,65104,movie,115,"Adventure,Animation,Comedy"
9972,tt9354842,3,To All the Boys: P.S. I Still Love You,2020,Pass,6,36271,movie,101,"Comedy,Drama,Romance"
9971,tt10676012,3,To All the Boys: Always and Forever,2021,Pass,6.3,23404,movie,109,"Comedy,Drama,Romance"
9970,tt8892756,3,Performaniax,2019,Pass,4.2,41,movie,75,Thriller
9969,tt6342316,3,Undertow,2018,Pass,5.2,234,movie,96,"Drama,Thriller"
9968,tt7225144,3,Bearkittens,2018,Pass,5.9,68,movie,71,"Comedy,Crime"
9967,tt13172796,3,Plan B,2021,Pass,6.7,3099,movie,107,Comedy
9966,tt0079638,3,Norma Rae,1979,Pass,7.3,11358,movie,114,Drama
9965,tt9701940,3,Fear Street: Part Two - 1978,2021,Pass,6.7,56547,movie,109,"Drama,Horror,Mystery"
9964,tt12801262,1,Luca,2021,Fail,7.5,139357,movie,95,"Adventure,Animation,Comedy"
9963,tt6566576,3,Fear Street: Part One - 1994,2021,Pass,6.2,72703,movie,107,"Drama,Horror,Mystery"
9962,tt9777666,2,"Tomorrow War, The",2021,Fail,6.6,190104,movie,138,"Action,Adventure,Drama"
9961,tt7838252,1,K.G.F: Chapter 1,2018,Fail,8.3,55462,movie,156,"Action,Crime,Drama"
9960,tt0459449,2,M. Kumaran S/O Mahalakshmi,2004,Fail,7.2,1187,movie,166,"Action,Drama,Sport"
9959,tt0449869,2,Chandramukhi,2005,Fail,7.2,5924,movie,166,"Action,Comedy,Drama"
9958,tt0121401,2,Indira,1995,Fail,7,232,movie,143,Drama
9957,tt0155180,2,Sindhu Bhairavi,1985,Fail,7.3,274,movie,159,Drama
9956,tt0246913,2,Saraswathi Sabatham,1966,Fail,7.3,129,movie,159,"Comedy,Drama,Fantasy"
9955,tt0215033,2,Parasakthi,1952,Fail,7.4,314,movie,188,Drama
9954,tt14544192,0,Inside,2021,Fail,8.7,44207,tvSpecial,87,"Comedy,Drama,Music"
9953,tt3480822,3,Black Widow,2021,Pass,6.7,337414,movie,134,"Action,Adventure,Sci-Fi"
9942,tt3508840,2,"assassin, The",2015,Fail,6.3,16644,movie,105,"Action,Drama,History"
9925,tt10612922,2,One Night in Miami...,2020,Fail,7.1,30803,movie,114,Drama
9924,tt6733874,3,America: The Motion Picture,2021,Pass,5.6,5981,movie,98,"Action,Adventure,Animation"
9923,tt0099700,2,Gremlins 2: The New Batch,1990,Fail,6.4,101101,movie,106,"Comedy,Fantasy,Horror"
9922,tt0104389,3,"Hand That Rocks the Cradle, The",1992,Pass,6.7,42582,movie,110,"Drama,Thriller"
9921,tt10059518,3,Unhinged,2020,Pass,6,62581,movie,90,"Action,Thriller"
9920,tt1180329,0,Antoine and Colette,1962,Fail,7.6,5112,short,32,"Comedy,Drama,Romance"
9919,tt0246592,3,Dummy,2002,Pass,6.7,6665,movie,91,"Comedy,Drama,Romance"
9918,tt8332922,3,A Quiet Place Part II,2020,Pass,7.3,198157,movie,97,"Drama,Horror,Sci-Fi"
9917,tt5433138,3,F9 - The Fast Saga,2021,Pass,5.2,114243,movie,143,"Action,Crime,Thriller"
9914,tt7069210,1,"Conjuring: The Devil Made Me Do It, The",2021,Fail,6.3,102569,movie,112,"Horror,Mystery,Thriller"
9913,tt4733624,3,Fatherhood,2021,Pass,6.6,34731,movie,109,"Comedy,Drama"
9910,tt0191397,3,"Replacements, The",2000,Pass,6.6,62967,movie,118,"Comedy,Sport"
9903,tt0297037,2,Brown  Sugar,2002,Fail,6.6,9310,movie,109,"Comedy,Drama,Music"
9894,tt0054460,1,"Bad Sleep Well, The",1960,Fail,8,12369,movie,151,"Crime,Drama,Thriller"
9893,tt2222052,3,My Salinger Year,2020,Pass,6.4,4348,movie,101,Drama
9890,tt1646123,1,Chongqing Blues,2010,Fail,6.3,270,movie,110,Drama
9889,tt1321510,3,In the Heights,2021,Pass,7.3,42958,movie,143,"Drama,Musical,Romance"
9882,tt10342730,3,Spiral: From the Book of Saw,2021,Pass,5.2,45597,movie,93,"Crime,Drama,Horror"
9876,tt0079826,1,"Rose, The",1979,Fail,7,8517,movie,125,"Drama,Music,Romance"
9875,tt6920356,3,"Souvenir, The",2019,Pass,6.4,11609,movie,120,"Drama,Mystery,Romance"
9874,tt0119778,3,Next Stop Wonderland,1998,Pass,6.6,4831,movie,104,"Comedy,Drama,Romance"
9862,tt1860242,1,"Highwaymen, The",2019,Fail,6.9,87316,movie,132,"Biography,Crime,Drama"
9861,tt3228774,3,Cruella,2021,Pass,7.4,212195,movie,134,"Adventure,Comedy,Crime"
9858,tt11791228,3,"Fortnite: Battle, Build, Survive!",2018,Pass,4.5,34,movie,56,Documentary
9857,tt0079639,3,"North Avenue Irregulars, The",1979,Pass,6.8,1219,movie,100,"Action,Comedy,Crime"
9856,tt4513316,2,Novitiate,2017,Fail,6.7,4244,movie,123,Drama
9854,tt0092076,0,"Texas Chainsaw Massacre Part 2, The",1986,Fail,5.6,31714,movie,101,"Comedy,Horror"
9852,tt0093640,1,No Way Out,1987,Fail,7.1,39386,movie,114,"Action,Crime,Drama"
9847,tt0103956,2,Child's Play 3,1991,Fail,5.1,39939,movie,90,"Horror,Thriller"
9844,tt6818880,1,Sluga naroda 2,2016,Fail,6.1,420,movie,100,"Comedy,Family"
9839,tt9866072,3,Holidate,2020,Pass,6.1,61564,movie,104,"Comedy,Romance"
9835,tt9691136,0,Shadow in the Cloud,2020,Fail,4.9,24260,movie,83,"Action,Horror,War"
9834,tt2142801,3,Last Stop: Kurtulus,2012,Pass,6.2,2534,movie,106,"Comedy,Drama"
9830,tt0499097,1,Without Remorse,2021,Fail,5.8,54068,movie,109,"Action,Thriller,War"
9828,tt0065904,3,Italian Stallion,1970,Pass,2.6,2324,movie,71,"Adult,Comedy,Drama"
9827,tt6341832,3,Oxygen,2021,Pass,6.5,35728,movie,100,"Drama,Fantasy,Sci-Fi"
9826,tt0278435,2,Enough,2002,Fail,5.8,42844,movie,115,"Crime,Drama,Thriller"
9825,tt1846442,3,12 Dates of Christmas,2011,Pass,6.3,6701,tvMovie,90,"Comedy,Fantasy,Romance"
9824,tt0072281,2,"Three Musketeers, The",1973,Fail,7.2,17870,movie,106,"Action,Adventure"
9823,tt0072824,1,"Count of Monte-Cristo, The",1975,Fail,7,4769,tvMovie,119,"Adventure,Drama,History"
9822,tt0092730,2,Casanova,1987,Fail,5.9,323,tvMovie,123,"Comedy,Romance"
9820,tt0058888,3,Red Beard,1965,Pass,8.4,18655,movie,185,Drama
9819,tt0080979,0,Kagemusha,1980,Fail,8,35016,movie,180,"Drama,History,War"
9818,tt0056058,0,Hara-Kiri,1962,Fail,8.6,52564,movie,133,"Action,Drama,Mystery"
9817,tt10888594,0,Radhe,2021,Fail,1.8,175126,movie,135,"Action,Crime,Thriller"
9815,tt2630134,3,Barbie and the pink shoes,2013,Pass,5.7,1613,movie,75,"Animation,Family"
9814,tt0114129,3,Picture Bride,1994,Pass,6.6,1119,movie,94,"Drama,Romance"
9813,tt0099772,3,Hiroshima: Out of the Ashes,1990,Pass,6.1,369,tvMovie,100,"Drama,History,War"
9812,tt0105328,3,Schtonk,1992,Pass,7.2,3649,movie,115,Comedy
9811,tt0111640,1,Voll normaaal,1994,Fail,5.4,3368,movie,91,Comedy
9810,tt0102397,3,"Manta, Manta",1991,Pass,5.7,4767,movie,91,Comedy
9809,tt0082933,1,Possession,1981,Fail,7.4,30088,movie,124,"Drama,Horror"
9808,tt0330099,3,"Brown Bunny, The",2003,Pass,5,15297,movie,93,Drama
9805,tt0428579,2,Suburban Girl,2007,Fail,5.5,7520,movie,97,"Comedy,Drama,Romance"
9803,tt0485851,3,"Air I Breathe, The",2007,Pass,6.8,34067,movie,95,"Crime,Drama,Thriller"
9801,tt14062858,0,Us Again,2021,Fail,7.9,6204,short,7,"Animation,Drama,Family"
9799,tt7979580,3,"Mitchells vs the Machines, The",2021,Pass,7.7,92099,movie,113,"Adventure,Animation,Comedy"
9798,tt6728096,3,"Breaker Upperers, The",2018,Pass,5.9,5978,movie,90,Comedy
9796,tt2043900,6,Last Call at the Oasis,4022,Pass,14.8,920,movie,210,Documentary
9790,tt0207061,3,Rollergator,1996,Pass,1.3,645,movie,83,Family
9789,tt11771622,0,Breath,2020,Fail,,,short,44,"Short,Thriller"
9788,tt6294226,3,Stray,2019,Pass,4.9,822,movie,89,"Action,Crime,Fantasy"
