genre1,genre3,imdb_id,passed,type,title,bechdel_id,bechdel_rating,num_votes,runtime_minutes,imdb_rating,year,genre2
Crime,Horror,tt3654796,Fail,movie,Creep 2,7982,0,24229,78,6.5,2017,Drama
Action,,tt4720702,Pass,movie,Bushwick,7981,3,11432,94,5.2,2017,Thriller
Drama,Sci-Fi,tt1389072,Fail,movie,Downsizing,7980,1,107011,135,5.7,2017,Fantasy
Biography,Drama,tt5294550,Fail,movie,All the Money in the World,7979,2,83009,132,6.8,2017,Crime
Comedy,,tt1781058,Pass,movie,Wilson,7978,3,10542,94,5.8,2017,Drama
Biography,Sport,tt0385726,Pass,movie,Glory Road,7977,3,45402,118,7.2,2006,Drama
Horror,Thriller,tt3289956,Fail,movie,"Autopsy of Jane Doe, The",7975,1,111364,86,6.8,2016,Mystery
Comedy,,tt1609479,Fail,movie,Better Living Through Chemistry,7974,1,14955,91,6.3,2014,Drama
Horror,,tt0444682,Pass,movie,"Reaping, The",7973,3,43026,99,5.6,2007,Thriller
Family,,tt0110236,Fail,tvMovie,Kan du vissla Johanna?,7972,0,1866,55,6.6,1994,
Drama,,tt5726616,Pass,movie,Call Me by Your Name,7970,3,251764,132,7.9,2017,Romance
Drama,,tt0057358,Fail,movie,Winter Light,7969,1,24346,81,8.1,1963,
Drama,,tt0055499,Fail,movie,Through a Glass Darkly,7968,0,24744,90,8,1961,
Comedy,Drama,tt0307987,Fail,movie,Bad Santa,7967,0,142426,92,7,2003,Crime
Action,Thriller,tt5519340,Pass,movie,Bright,7966,3,183013,117,6.3,2017,Fantasy
Comedy,,tt0068361,Pass,movie,"Discreet Charm of the Bourgeoisie, The",7964,3,41968,102,7.9,1972,
Action,Comedy,tt2283362,Pass,movie,Jumanji: Welcome to the Jungle,7963,3,359058,119,6.9,2017,Adventure
Comedy,,tt1711525,Pass,movie,Office Christmas Party,7962,3,78877,105,5.9,2016,
Drama,,tt5867800,Pass,movie,Aruvi,7961,3,12778,130,8.5,2016,
Crime,,tt0247425,Pass,movie,In the Bedroom,7960,3,40032,131,7.4,2001,Drama
Horror,Thriller,tt2503154,Pass,movie,"Den, The",7959,3,14064,76,6,2013,Mystery
Action,Drama,tt1458169,Pass,movie,Kidnap,7958,3,36429,95,5.9,2017,Crime
Drama,,tt2396589,Pass,movie,Mudbound,7956,3,47727,134,7.4,2017,War
Drama,,tt5825380,Pass,movie,Wonder Wheel,7954,3,28114,101,6.2,2017,Romance
Comedy,Drama,tt5027774,Pass,movie,"Three Billboards Outside Ebbing, Missouri",7953,3,483219,115,8.1,2017,Crime
Drama,,tt4191702,Fail,movie,Norman,7952,1,6054,118,6.1,2016,Thriller
Drama,Romance,tt5580390,Pass,movie,"Shape of Water, The",7951,3,404629,123,7.3,2017,Fantasy
Biography,Drama,tt3521126,Pass,movie,"Disaster Artist, The",7950,3,149106,104,7.3,2017,Comedy
Comedy,,tt4225622,Pass,movie,"Babysitter, The",7949,3,87097,85,6.4,2017,Horror
Biography,Drama,tt4209788,Pass,movie,Molly's Game,7948,3,162481,140,7.4,2017,Crime
Comedy,Sci-Fi,tt4308714,Pass,movie,Other Halves,7947,3,266,90,3.4,2015,Horror
Action,Fantasy,tt2527336,Pass,movie,Star Wars: The Last Jedi,7946,3,604840,152,6.9,2017,Adventure
Comedy,Western,tt3255590,Fail,movie,El Camino Christmas,7945,2,8488,89,5.7,2017,Crime
Drama,,tt0408777,Pass,movie,"Edukators, The",7944,3,31518,127,7.5,2004,Romance
Comedy,,tt0061385,Pass,movie,Barefoot in the Park,7943,3,18591,106,7,1967,Romance
Comedy,Romance,tt7608418,Pass,movie,A Christmas Prince,7942,3,19344,92,5.8,2017,Family
Adventure,Comedy,tt5914996,Pass,movie,Nogemu noraifu: Zero,7941,3,3738,110,7.5,2017,Animation
Drama,,tt0460890,Fail,movie,"Only Living Boy in New York, The",7940,1,13931,89,6.4,2017,
Comedy,Mystery,tt6868216,Pass,tvMovie,Psych: The Movie,7939,3,10837,88,7.5,2017,Crime
Crime,,tt0101540,Pass,movie,Cape Fear,7938,3,187838,128,7.3,1991,Thriller
Animation,Fantasy,tt3438514,Fail,movie,Sora no Otoshimono Final: Eternal My Master,7937,1,289,50,6.4,2014,Comedy
Adventure,Comedy,tt3486626,Pass,movie,"Nut Job 2: Nutty By Nature, The",7936,3,6500,91,5.5,2017,Animation
Drama,,tt0110297,Pass,tvMovie,Lakota Woman: Siege at Wounded Knee,7935,3,306,100,7.2,1994,
Action,Sci-Fi,tt3371366,Fail,movie,Transformers: The Last Knight,7934,1,146558,154,5.2,2017,Adventure
Action,,tt0111512,Pass,movie,"Legend of Drunken Master, The",7933,3,45254,102,7.6,1994,Comedy
Drama,,tt0115988,Pass,movie,"Crucible, The",7932,3,37218,124,6.8,1996,History
Adventure,Comedy,tt2380307,Pass,movie,Coco,7930,3,464292,105,8.4,2017,Animation
Crime,Thriller,tt0181865,Pass,movie,Traffic,7929,3,204559,147,7.6,2000,Drama
Comedy,Fantasy,tt0170016,Pass,movie,How the Grinch Stole Christmas,7928,3,238609,104,6.2,2000,Family
Action,Animation,tt1480660,Fail,video,Halo: Legends,7927,1,5382,120,6.6,2010,Adventure
Action,Sci-Fi,tt0359013,Pass,movie,Blade: Trinity,7926,3,173671,113,5.8,2004,Horror
Drama,,tt0056910,Pass,movie,Suzanne's Career,7925,3,3654,54,7,1963,Romance
Comedy,Romance,tt0064612,Pass,movie,My Night at Maud's,7924,3,12481,110,7.9,1969,Drama
Drama,,tt0065772,Pass,movie,Claire's Knee,7923,3,10749,105,7.6,1970,Romance
Drama,,tt1365050,Fail,movie,Beasts of No Nation,7922,0,79495,137,7.7,2015,War
Comedy,Family,tt3015110,Pass,tvMovie,Christmas in the City,7921,3,1526,87,5.8,2013,Drama
Action,Comedy,tt6142314,Pass,video,Batman vs. Two-Face,7920,3,3849,72,6.2,2017,Animation
Crime,Mystery,tt3402236,Pass,movie,Murder on the Orient Express,7919,3,235524,114,6.5,2017,Drama
Drama,,tt0092972,Fail,movie,Epidemic,7918,1,5272,106,6.1,1987,Horror
Action,Drama,tt1242422,Fail,movie,Celda 211,7917,0,66738,113,7.6,2009,Crime
Biography,,tt2948840,Pass,movie,Life,7916,3,8223,111,6.1,2015,Drama
Action,History,tt3922798,Fail,movie,"Siege of Jadotville, The",7912,1,38053,108,7.2,2016,Drama
Comedy,,tt5598100,Fail,movie,Patients,7911,1,2045,110,7.3,2016,Drama
Action,Thriller,tt3296908,Fail,movie,"Man with the Iron Heart, The",7910,1,16195,120,6.4,2017,Biography
Action,War,tt2582576,Fail,movie,Sand Castle,7909,0,22415,113,6.3,2017,Drama
Action,History,tt4703048,Fail,movie,6 days,7908,0,21269,94,6.2,2017,Drama
Action,Drama,tt0066549,Fail,movie,Waterloo,7907,0,10097,134,7.3,1970,Biography
Action,Fantasy,tt0974015,Pass,movie,Justice League,7906,3,435428,120,6.1,2017,Adventure
Comedy,,tt6029106,Pass,movie,Dim the Fluorescents,7904,3,281,128,5.5,2017,Drama
Drama,,tt2543472,Pass,movie,Wonder,7903,3,158206,113,8,2017,Family
Comedy,Romance,tt3165612,Pass,movie,Sleeping with Other People,7902,3,43010,101,6.5,2015,Drama
Horror,,tt0045546,Fail,movie,"Beast from 20,000 Fathoms, The",7900,1,7733,80,6.7,1953,Sci-Fi
Biography,Drama,tt5301662,Fail,movie,Marshall,7899,1,23682,118,7.3,2017,Crime
Adventure,,tt2758904,Fail,movie,Search Party,7898,2,7727,93,5.6,2014,Comedy
Drama,,tt5649144,Pass,movie,"Florida Project, The",7897,3,108633,111,7.6,2017,
Comedy,,tt5536736,Fail,movie,"Meyerowitz Stories (new and selected), The",7896,1,47412,112,6.9,2017,Drama
Action,Thriller,tt0122151,Fail,movie,Lethal Weapon 4,7893,1,160422,127,6.6,1998,Crime
Action,Sci-Fi,tt0113492,Pass,movie,Judge Dredd,7892,3,116219,96,5.6,1995,Crime
Drama,Romance,tt2049543,Fail,movie,Synchronicity,7890,2,10735,101,5.5,2015,Mystery
Action,Animation,tt6595896,Pass,movie,Pokemon the Movie: I Choose You!,7888,3,6682,98,6.4,2017,Adventure
Comedy,,tt3887208,Pass,movie,"Mad Ones, The",7887,3,96,95,6.2,2017,Drama
Comedy,Drama,tt5154288,Pass,movie,Prevenge,7886,3,7659,88,6,2016,Crime
Horror,,tt2965466,Pass,movie,Last Shift,7885,3,18775,88,5.8,2014,Mystery
Crime,Mystery,tt3348730,Pass,movie,Jigsaw,7884,3,76757,92,5.8,2017,Horror
Adventure,Horror,tt2932536,Pass,movie,47 Meters Down,7883,3,53415,89,5.7,2017,Drama
Horror,,tt1183374,Fail,movie,Pet,7882,2,17003,94,5.7,2016,Thriller
Drama,Thriller,tt4009278,Pass,movie,Intruders,7881,3,12784,90,5.8,2015,Horror
Horror,,tt2428170,Fail,movie,Creep,7880,0,50940,77,6.4,2014,Thriller
Comedy,,tt5789664,Pass,movie,Petersburg: a selfie,7879,3,259,110,5.8,2016,Drama
Comedy,Romance,tt0048133,Pass,movie,Les grandes manoeuvres,7878,3,988,106,6.8,1955,Drama
Crime,Thriller,tt0029217,Pass,movie,Marked Woman,7877,3,4104,96,7.2,1937,Film-Noir
Action,Comedy,tt3501632,Fail,movie,Thor: Ragnarok,7875,1,682403,130,7.9,2017,Adventure
Comedy,History,tt4686844,Fail,movie,"Death of Stalin, The",7874,1,98427,107,7.3,2017,Drama
Comedy,,tt4489160,Fail,movie,You're My Boss,7873,0,268,116,6.3,2015,Romance
Action,Drama,tt3829920,Fail,movie,Only the Brave,7872,2,65664,134,7.6,2017,Biography
Drama,,tt5918104,Fail,movie,King of the Dancehall,7871,2,182,100,4.8,2016,Musical
Action,History,tt3531202,Fail,movie,Pilgrimage,7870,0,5464,96,5.9,2017,Drama
Action,Thriller,tt5723286,Fail,movie,Wheelman,7869,1,19820,82,6.4,2017,Crime
Comedy,Romance,tt5719700,Pass,movie,Home Again,7868,3,31501,97,5.8,2017,Drama
Animation,Drama,tt2321405,Pass,movie,My Life as a Zucchini,7865,3,24348,66,7.8,2016,Comedy
Horror,,tt1935897,Pass,movie,Amityville: The Awakening,7864,3,13873,87,4.8,2017,Thriller
Action,Thriller,tt4218696,Fail,movie,"Wall, The",7863,0,26387,88,6.2,2017,Drama
Action,Animation,tt4731504,Pass,movie,Dofus - Livre 1: Julith,7862,3,641,100,7.6,2015,Adventure
Comedy,Romance,tt0033045,Pass,movie,"Shop Around the Corner, The",7861,3,32119,99,8.1,1940,Drama
Action,Thriller,tt1981128,Pass,movie,Geostorm,7860,3,104373,109,5.3,2017,Sci-Fi
Comedy,,tt4995790,Fail,movie,"Square, The",7859,1,61399,151,7.2,2017,Drama
Action,,tt1615160,Fail,movie,"Foreigner, The",7858,1,111235,113,7,2017,Thriller
Comedy,Mystery,tt5308322,Pass,movie,Happy Death Day,7857,3,133641,96,6.6,2017,Horror
Biography,Drama,tt4622512,Pass,movie,Battle of the Sexes,7856,3,54236,121,6.7,2017,Comedy
Crime,Thriller,tt4846232,Pass,movie,Good Time,7855,3,111683,102,7.4,2017,Drama
Biography,History,tt5816682,Fail,movie,Victoria & Abdul,7854,2,35145,111,6.8,2017,Drama
Comedy,Romance,tt6423776,Fail,movie,Un beau soleil interieur,7853,2,6787,94,6,2017,Drama
Biography,History,tt6133130,Pass,movie,Professor Marston and the Wonder Women,7852,3,25748,108,7.1,2017,Drama
Adventure,Comedy,tt4131800,Pass,movie,My Little Pony: The Movie,7850,3,6829,99,6.2,2017,Animation
Crime,,tt2497980,Pass,movie,"Lookalike, The",7849,3,3765,100,5.4,2014,Thriller
Comedy,,tt1853643,Pass,movie,Why Stop Now?,7848,3,7432,85,5.6,2012,Drama
Drama,Thriller,tt3748172,Pass,movie,Gerald's Game,7847,3,103247,103,6.5,2017,Horror
Action,Mystery,tt1856101,Pass,movie,Blade Runner 2049,7846,3,529534,164,8,2017,Drama
Adventure,Comedy,tt1909796,Pass,movie,K-ON! Movie,7845,3,1782,110,7.7,2011,Animation
Comedy,,tt4925292,Pass,movie,Lady Bird,7843,3,273718,94,7.4,2017,Drama
Drama,,tt0097182,Pass,movie,"Delinquents, The",7842,3,953,101,5.6,1989,Romance
Drama,,tt5980798,Pass,movie,Felicite,7841,3,1054,129,6.5,2017,Music
Drama,,tt0107151,Pass,movie,La casa de los espíritus,7840,3,22512,140,6.9,1993,Romance
Action,Thriller,tt6738136,Fail,movie,Revenge,7839,0,41761,108,6.4,2017,Horror
Drama,Mystery,tt5607714,Pass,movie,On Body and Soul,7838,3,26889,116,7.6,2017,Fantasy
Biography,,tt2392830,Pass,movie,A Quiet Passion,7837,3,5619,125,6.5,2016,Drama
Drama,,tt0042436,Pass,movie,Les enfants terribles,7836,3,3973,105,7,1950,
Drama,,tt0037630,Pass,movie,Les dames du Bois de Boulogne,7835,3,4285,86,7.2,1945,Romance
Drama,,tt0035636,Pass,movie,Angels of Sin,7834,3,1517,90,7.3,1943,
Comedy,Music,tt5816374,Pass,movie,Band Aid,7833,3,5605,91,6.6,2017,Drama
Crime,Fantasy,tt4425152,Pass,movie,Girls Lost,7832,3,1216,106,6,2015,Drama
Drama,,tt0054599,Pass,movie,Accattone,7831,3,8339,117,7.7,1961,
Action,,tt1961175,Pass,movie,American Assassin,7827,3,79642,111,6.2,2017,Thriller
Action,Comedy,tt4649466,Fail,movie,Kingsman: The Golden Circle,7826,1,309449,141,6.7,2017,Adventure
Horror,,tt5296086,Pass,movie,Revelator,7825,3,1046,109,4.9,2017,
Comedy,Romance,tt1076252,Fail,tvMovie,Picture This,7813,2,10203,92,5.3,2008,Drama
Adventure,Music,tt0365830,Fail,movie,Tenacious D in the Pick of Destiny,7812,0,107448,93,6.8,2006,Comedy
Fantasy,,tt5142400,Pass,movie,"Book of Birdie, The",7811,3,119,91,5.4,2017,
Comedy,,tt5962210,Pass,movie,Ingrid Goes West,7808,3,40597,98,6.6,2017,Drama
Crime,,tt2336846,Fail,tvMovie,She Made Them Do It,7807,1,1474,90,6.3,2013,Drama
Biography,Drama,tt5580036,Pass,movie,"I, Tonya",7806,3,205781,119,7.5,2017,Comedy
Adventure,,tt0114694,Pass,movie,Tommy Boy,7805,3,84685,97,7.1,1995,Comedy
Comedy,,tt0058564,Pass,movie,Seduced and abandoned,7804,3,3378,118,7.9,1964,Drama
Drama,Mystery,tt5109784,Fail,movie,Mother!,7803,2,214097,121,6.6,2017,Horror
Animation,Fantasy,tt3666024,Fail,movie,"Red Turtle, The",7802,0,34161,80,7.5,2016,Family
Comedy,Romance,tt1661275,Pass,movie,Their Finest,7800,3,19510,117,6.8,2016,Drama
Horror,,tt1396484,Pass,movie,It,7799,3,509279,135,7.3,2017,
Drama,War,tt0055082,Pass,movie,"Leon Morin, Priest",7798,3,4955,117,7.6,1961,Romance
Drama,,tt0048517,Pass,movie,"Prodigal, The",7797,3,652,112,5.2,1955,
Comedy,,tt1039960,Fail,movie,Estômago,7796,0,6508,113,7.8,2007,Drama
Action,Fantasy,tt1536537,Pass,movie,What Happened to Monday,7795,3,118548,123,6.9,2017,Crime
Crime,Fantasy,tt1241317,Fail,movie,Death Note,7794,0,82788,101,4.4,2017,Drama
Adventure,Family,tt0449089,Pass,movie,RV,7793,3,58974,99,5.5,2006,Comedy
Comedy,,tt0195945,Fail,movie,Next Friday,7792,2,39757,98,6.2,2000,
Comedy,,tt0113118,Fail,movie,Friday,7791,2,109298,91,7.3,1995,Drama
Action,Drama,tt0330793,Fail,movie,"Punisher, The",7790,1,157451,124,6.4,2004,Crime
Comedy,,tt0293815,Fail,movie,Friday After Next,7789,2,27331,85,5.8,2002,Drama
Comedy,Romance,tt6048930,Fail,movie,Naked,7788,2,19135,96,5.4,2017,Fantasy
Drama,Romance,tt0491203,Pass,movie,Tulip Fever,7787,3,20584,105,6.2,2017,History
Action,Crime,tt5439796,Pass,movie,Logan Lucky,7786,3,145107,118,7,2017,Comedy
Action,Crime,tt3532216,Fail,movie,American Made,7785,1,172817,115,7.2,2017,Comedy
Biography,History,tt3387266,Pass,movie,A United Kingdom,7784,3,15884,111,6.9,2016,Drama
Comedy,,tt1647413,Pass,movie,Vino Veritas,7783,3,131,96,6.2,2013,
Action,Crime,tt1959563,Pass,movie,"Hitman's Bodyguard, The",7781,3,221480,118,6.9,2017,Comedy
Drama,,tt5541240,Pass,movie,To the bone,7780,3,47095,107,6.8,2017,
Horror,Thriller,tt5140878,Pass,movie,Annabelle: Creation,7779,3,127970,109,6.5,2017,Mystery
Crime,History,tt5390504,Fail,movie,Detroit,7778,2,52224,143,7.3,2017,Drama
Adventure,Drama,tt1921149,Fail,movie,Trash,7777,1,21504,114,7.2,2014,Crime
Action,Comedy,tt3062074,Pass,tvMovie,Sharknado 2: The Second One,7776,3,18980,95,4,2014,Adventure
Drama,Thriller,tt1663655,Pass,movie,Martyrs,7775,3,6051,86,4,2016,Horror
Drama,Romance,tt0287467,Pass,movie,Hable con ella [Talk to Her],7774,3,110482,112,7.9,2002,Mystery
Crime,Thriller,tt0896798,Fail,movie,Cleaner,7773,1,38982,88,6.1,2007,Mystery
Adventure,Comedy,tt4877122,Fail,movie,"Emoji Movie, The",7772,1,62035,86,3.3,2017,Animation
Action,Fantasy,tt1648190,Fail,movie,"Dark Tower, The",7770,1,136090,95,5.6,2017,Adventure
Comedy,,tt1710417,Pass,movie,Lola Versus,7769,3,8696,87,5.5,2012,
Drama,,tt6524480,Fail,short,Plasmatic Day,7768,1,23,10,7.8,2017,Short
Horror,,tt3610746,Fail,movie,Don't Hang Up,7767,0,14756,83,5.6,2016,Thriller
Horror,,tt1878841,Fail,movie,"Darkness, The",7766,2,15816,92,4.5,2016,Thriller
Comedy,,tt1817081,Pass,movie,A Case of You,7765,3,11779,89,5.6,2013,Romance
Drama,Thriller,tt3666210,Fail,movie,H.,7764,1,529,93,5.9,2014,Sci-Fi
Adventure,Drama,tt3564472,Pass,movie,Girls Trip,7763,3,36849,122,6.2,2017,Comedy
Comedy,,tt5990342,Pass,movie,"Incredible Jessica James, The",7762,3,7436,85,6.5,2017,
Comedy,,tt3801372,Pass,movie,"Steps, The",7761,3,514,100,5.9,2015,
Drama,Mystery,tt5265960,Pass,movie,"Untamed, The",7760,3,5505,98,6.1,2016,Horror
Drama,,tt5695764,Pass,movie,Varoonegi,7759,3,581,84,6.3,2016,
Comedy,,tt4649416,Pass,movie,Almost Christmas,7758,3,6739,111,6.1,2016,Drama
Action,War,tt0245562,Fail,movie,Windtalkers,7757,0,68246,134,6.1,2002,Drama
Action,Thriller,tt0280609,Fail,movie,Dog Soldiers,7756,0,58806,105,6.8,2002,Horror
Drama,,tt2315582,Fail,movie,Una,7754,2,10501,94,6.2,2016,
Adventure,Drama,tt0065988,Fail,movie,Little Big Man,7753,1,34766,139,7.6,1970,Comedy
Action,Fantasy,tt2239822,Fail,movie,Valerian and the City of a Thousand Planets,7751,1,176191,136,6.5,2017,Adventure
Horror,,tt0085382,Pass,movie,Cujo,7750,3,44328,93,6.1,1983,Thriller
Animation,Fantasy,tt2066832,Pass,video,Barbie: Princess Charm School,7749,3,2486,81,6.7,2011,Family
Action,History,tt5013056,Fail,movie,Dunkirk,7748,0,620296,106,7.8,2017,Drama
Drama,Horror,tt5322012,Pass,movie,Wish Upon,7747,3,20206,90,5,2017,Fantasy
Drama,War,tt5592248,Pass,movie,"Beguiled, The",7746,3,56476,93,6.3,2017,Thriller
Crime,Mystery,tt5362988,Pass,movie,Wind River,7745,3,238770,107,7.7,2017,Drama
Action,Drama,tt3967856,Pass,movie,Okja,7743,3,116406,120,7.3,2017,Adventure
Action,Drama,tt3450958,Fail,movie,War for the Planet of the Apes,7742,1,246017,140,7.4,2017,Adventure
Horror,Sci-Fi,tt4255304,Pass,movie,"Void, The",7741,3,34795,90,5.9,2016,Mystery
Comedy,,tt0205000,Pass,movie,Deuce Bigalow: Male Gigolo,7740,3,74182,88,5.7,1999,Romance
Animation,,tt6536944,Pass,tvMovie,Monster High: Electrified,7739,3,297,71,5.7,2017,Fantasy
Animation,,tt5898034,Pass,movie,Monster High: Welcome to Monster High,7738,3,563,73,5.6,2016,Fantasy
Adventure,Comedy,tt5954304,Fail,movie,"Dragon Spell, The",7737,1,430,85,5.4,2016,Animation
Drama,Mystery,tt4695012,Pass,movie,It Comes at Night,7736,3,90867,91,6.2,2017,Horror
Comedy,,tt5666304,Pass,movie,"Little Hours, The",7735,3,22192,90,5.8,2017,Romance
Comedy,,tt5023260,Pass,movie,"Last Word, The",7734,3,8046,108,6.6,2017,Drama
Comedy,Musical,tt2262129,Pass,movie,Spidarlings,7733,3,192,120,6.8,2016,Horror
Comedy,,tt0083067,Pass,movie,Shock Treatment,7732,3,4889,94,5.7,1981,Musical
Action,Crime,tt0469021,Pass,movie,Alan Partridge: Alpha Papa,7731,3,31194,90,6.9,2013,Comedy
Comedy,Thriller,tt3104930,Pass,movie,Da Sweet Blood of Jesus,7730,3,1745,123,4.3,2014,Romance
Drama,Mystery,tt5059406,Pass,movie,I Am the Pretty Thing That Lives in the House,7729,3,14366,89,4.6,2016,Horror
Horror,,tt0076271,Pass,movie,Kingdom of the Spiders,7728,3,5073,97,5.8,1977,Sci-Fi
Action,,tt2387499,Pass,movie,Keeping Up with the Joneses,7727,3,61919,105,5.9,2016,Comedy
Action,,tt2406566,Pass,movie,Atomic Blonde,7725,3,188272,115,6.7,2017,Thriller
Action,Sci-Fi,tt2250912,Pass,movie,Spider-Man: Homecoming,7724,3,613233,133,7.4,2017,Adventure
Comedy,Fantasy,tt1242545,Fail,movie,Looking for Eric,7723,1,16929,116,7.2,2009,Drama
Thriller,,tt2290819,Pass,movie,Cam-Girl,7722,3,85,89,4.5,2016,
Drama,,tt4322180,Fail,movie,L'età d'oro,7721,1,29,94,5.4,2016,
Comedy,Romance,tt5462602,Pass,movie,"Big Sick, The",7720,3,131530,120,7.5,2017,Drama
Thriller,,tt3991412,Fail,movie,"9th Life of Louis Drax, The",7719,1,14224,108,6.3,2016,
Action,Drama,tt1167638,Fail,movie,22 Bullets / L'immortel,7718,1,34297,117,6.7,2010,Crime
Action,Drama,tt3890160,Fail,movie,Baby Driver,7717,1,501770,113,7.6,2017,Crime
Drama,,tt1931602,Pass,movie,Very Good Girls,7716,3,15130,91,6,2013,Romance
Adventure,Comedy,tt3469046,Pass,movie,Despicable Me 3,7715,3,127218,89,6.3,2017,Animation
Animation,Fantasy,tt1007920,Pass,video,Barbie Fairytopia: Magic of the Rainbow,7714,3,2220,75,6.3,2007,Family
Action,Drama,tt3390572,Fail,movie,Haider,7713,2,53079,160,8.1,2014,Crime
Drama,,tt0807054,Pass,movie,It's a Free World...,7711,3,6010,96,7,2007,
Drama,,tt0118819,Fail,movie,Carne trémula [Live Flesh],7710,2,30658,103,7.4,1997,
Adventure,Comedy,tt3606752,Pass,movie,Cars 3,7709,3,90798,102,6.7,2017,Animation
Drama,,tt2872518,Pass,movie,"Shack, The",7708,3,35005,132,6.3,2017,Fantasy
Comedy,,tt5929750,Pass,movie,Beatriz at Dinner,7707,3,9900,82,6,2017,Drama
Action,Crime,tt3708886,Pass,movie,War on Everyone,7705,3,18597,98,5.9,2016,Comedy
Action,Drama,tt4547056,Pass,movie,"Girl with All the Gifts, The",7704,3,58653,111,6.6,2016,Adventure
Action,,tt0199849,Fail,movie,Ninja Terminator,7703,2,1227,88,4.5,1985,Adventure
Comedy,,tt0113083,Pass,movie,La flor de mi secreto,7702,3,11496,103,7,1995,Drama
Comedy,,tt4799050,Pass,movie,Rough Night,7701,3,51018,101,5.2,2017,
Action,Animation,tt2091256,Fail,movie,Captain Underpants: The First Epic Movie,7700,1,27427,89,6.2,2017,Adventure
Comedy,,tt0107315,Pass,movie,Kika,7699,3,13516,114,6.5,1993,
Biography,Drama,tt0066730,Fail,movie,10 Rillington Place,7698,1,8570,111,7.5,1971,Crime
Horror,,tt0034613,Fail,movie,"Corpse Vanishes, The",7697,1,3146,64,4.6,1942,Sci-Fi
Adventure,Comedy,tt0036326,Fail,short,Saludos Amigos,7696,0,6506,42,6.1,1942,Animation
Comedy,,tt0076257,Fail,movie,"Kentucky Fried Movie, The",7695,1,18486,83,6.5,1977,
Drama,,tt2201548,Pass,movie,A Teacher,7694,3,4966,75,4.8,2013,Romance
Crime,Romance,tt0047677,Fail,movie,"Wild One, The",7693,1,15877,79,6.8,1953,Drama
Crime,Thriller,tt2027231,Pass,movie,Perfect Sisters,7692,3,6690,96,5.6,2014,Drama
Comedy,Fantasy,tt4680182,Fail,movie,Colossal,7691,0,63337,109,6.2,2016,Drama
Drama,Mystery,tt1691916,Pass,movie,Before I Fall,7690,3,50811,98,6.5,2017,Fantasy
Comedy,Romance,tt1313139,Pass,movie,"Oranges, The",7689,3,12913,90,5.8,2011,Drama
Horror,,tt1082807,Pass,movie,"Belko Experiment, The",7688,3,49307,89,6.1,2016,Thriller
Action,Crime,tt0124901,Fail,movie,Thursday,7687,1,18218,87,7.2,1998,Comedy
Drama,,tt2582502,Pass,movie,Fathers & Daughters,7686,3,26161,116,7.1,2015,
Action,Drama,tt4899370,Pass,movie,Megan Leavy,7684,3,23405,116,7.1,2017,Biography
Adventure,Comedy,tt1731767,Pass,video,Scooby-Doo! Camp Scare,7683,3,3124,72,7.3,2010,Animation
Drama,Romance,tt4411596,Pass,movie,My Cousin Rachel,7682,3,19025,106,6,2017,Mystery
Action,Fantasy,tt2345759,Fail,movie,"Mummy, The",7681,2,182534,111,5.4,2017,Adventure
Action,Horror,tt0259685,Pass,video,Tremors 3: Back to Perfection,7680,3,17564,104,5.3,2001,Comedy
Comedy,,tt0362120,Pass,movie,Scary Movie 4,7679,3,119373,83,5.1,2006,
Action,Horror,tt0114720,Fail,video,Tremors II: Aftershocks,7678,0,29943,100,6,1996,Comedy
Drama,,tt2763304,Pass,movie,T2 Trainspotting,7677,3,121376,117,7.2,2017,
Action,Comedy,tt2334871,Pass,movie,Snatched,7676,3,34971,90,4.6,2017,Adventure
Comedy,Horror,tt0118604,Fail,movie,An American Werewolf in Paris,7675,1,24721,98,5.1,1997,Fantasy
Comedy,,tt0311926,Pass,tvMovie,Screwed in Tallinn,7674,3,5187,59,7.9,1999,Drama
Comedy,,tt0063493,Fail,movie,Reconstruction,7673,0,1555,100,8,1968,Drama
Family,,tt3391348,Pass,movie,"3Tails Movie: A Mermaid Adventure, The",7672,3,185,61,3.3,2015,
Crime,Film-Noir,tt0038991,Pass,movie,"Stranger, The",7671,3,26089,95,7.4,1946,Drama
Drama,,tt5001718,Pass,movie,"Everything, Everything",7670,3,37354,96,6.4,2017,Romance
Drama,,tt4481414,Pass,movie,Gifted,7669,3,111690,101,7.6,2017,
Drama,Romance,tt0338096,Pass,movie,Dirty Dancing: Havana Nights,7668,3,27906,86,6,2004,Music
Action,Drama,tt0107206,Fail,movie,In the Line of Fire,7667,1,101071,128,7.2,1993,Crime
Drama,,tt0314412,Pass,movie,My Life Without Me,7666,3,24835,106,7.5,2003,Romance
Action,Fantasy,tt1790809,Fail,movie,Pirates of the Caribbean: Dead Men Tell No Tales,7665,1,290948,129,6.5,2017,Adventure
Drama,,tt0151691,Pass,movie,My Name Is Joe,7664,3,8283,105,7.5,1998,Romance
Drama,,tt0114671,Fail,movie,Land and Freedom,7663,1,11179,109,7.6,1995,War
Drama,,tt4954522,Pass,movie,Raw,7662,3,72605,99,7,2016,Horror
Comedy,Thriller,tt0093412,Pass,movie,La ley del deseo,7661,3,12141,102,7.1,1987,Drama
Adventure,Drama,tt0120102,Fail,movie,Seven Years in Tibet,7660,1,140020,136,7.1,1997,Biography
Comedy,,tt0100519,Fail,movie,Rosencrantz & Guildenstern Are Dead,7659,1,21808,117,7.4,1990,Drama
